name,attack,classfication,defense,japanese_name,height_m,weight_kg,hp,speed,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,against_bug,base_egg_steps,base_happiness,base_total,capture_rate,against_dark,against_dragon,experience_growth,against_fairy,against_fire,against_electric,abilities,percentage_male,pokedex_number,sp_attack,sp_defense,against_flying,type1,type2,against_fight,generation,is_legendary
Klinklang,100,Gear Pokémon,115,Gigigiaruギギギアル,0.6,81.0,60,90,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.5,5120,70,520,30,1.0,0.5,1059860,0.5,2.0,1.0,"['Plus', 'Minus', 'Clear Body']",,601,70,85,0.5,steel,,2.0,5,0
Tynamo,55,EleFish Pokémon,40,Shibishirasuシビシラス,0.2,0.3,35,60,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,5120,70,275,190,1.0,1.0,1250000,1.0,1.0,0.5,['Levitate'],50.0,602,45,40,0.5,electric,,1.0,5,0
Eelektrik,85,EleFish Pokémon,70,Shibibeelシビビール,1.2,22.0,65,40,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,5120,70,405,60,1.0,1.0,1250000,1.0,1.0,0.5,['Levitate'],50.0,603,75,70,0.5,electric,,1.0,5,0
Eelektross,115,EleFish Pokémon,80,Shibirudonシビルドン,2.1,80.5,85,50,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,5120,70,515,30,1.0,1.0,1250000,1.0,1.0,0.5,['Levitate'],50.0,604,105,80,0.5,electric,,1.0,5,0
Elgyem,55,Cerebral Pokémon,55,Ligrayリグレー,0.5,9.0,55,30,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,5120,70,335,255,2.0,1.0,1000000,1.0,1.0,1.0,"['Telepathy', 'Synchronize', 'Analytic']",50.0,605,85,55,1.0,psychic,,0.5,5,0
Beheeyem,75,Cerebral Pokémon,75,Ohbemオーベム,1.0,34.5,75,40,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,5120,70,485,90,2.0,1.0,1000000,1.0,1.0,1.0,"['Telepathy', 'Synchronize', 'Analytic']",50.0,606,125,95,1.0,psychic,,0.5,5,0
Litwick,30,Candle Pokémon,55,Hitomoshiヒトモシ,0.3,3.1,50,20,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.25,5120,70,275,190,2.0,1.0,1059860,0.5,0.5,1.0,"['Flash Fire', 'Flame Body', 'Infiltrator']",50.0,607,65,55,1.0,ghost,fire,0.0,5,0
Lampent,40,Lamp Pokémon,60,Lamplerランプラー,0.6,13.0,60,55,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.25,5120,70,370,90,2.0,1.0,1059860,0.5,0.5,1.0,"['Flash Fire', 'Flame Body', 'Infiltrator']",50.0,608,95,60,1.0,ghost,fire,0.0,5,0
Chandelure,55,Luring Pokémon,90,Chandelaシャンデラ,1.0,34.3,60,80,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.25,5120,70,520,45,2.0,1.0,1059860,0.5,0.5,1.0,"['Flash Fire', 'Flame Body', 'Infiltrator']",50.0,609,145,90,1.0,ghost,fire,0.0,5,0
Axew,87,Tusk Pokémon,60,Kibagoキバゴ,0.6,18.0,46,57,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,10240,35,320,75,1.0,2.0,1250000,2.0,0.5,0.5,"['Rivalry', 'Mold Breaker', 'Unnerve']",50.0,610,30,40,1.0,dragon,,1.0,5,0
Fraxure,117,Axe Jaw Pokémon,70,Onondoオノンド,1.0,36.0,66,67,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,10240,35,410,60,1.0,2.0,1250000,2.0,0.5,0.5,"['Rivalry', 'Mold Breaker', 'Unnerve']",50.0,611,40,50,1.0,dragon,,1.0,5,0
Haxorus,147,Axe Jaw Pokémon,90,Ononokusオノノクス,1.8,105.5,76,97,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,10240,35,540,45,1.0,2.0,1250000,2.0,0.5,0.5,"['Rivalry', 'Mold Breaker', 'Unnerve']",50.0,612,60,70,1.0,dragon,,1.0,5,0
Cubchoo,70,Chill Pokémon,40,Kumasyunクマシュン,0.5,8.5,55,40,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5120,70,305,120,1.0,1.0,1000000,1.0,2.0,1.0,"['Snow Cloak', 'Slush Rush', 'Rattled']",50.0,613,60,40,1.0,ice,,2.0,5,0
Beartic,130,Freezing Pokémon,80,Tunbearツンベアー,2.6,260.0,95,50,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5120,70,505,60,1.0,1.0,1000000,1.0,2.0,1.0,"['Snow Cloak', 'Slush Rush', 'Swift Swim']",50.0,614,70,80,1.0,ice,,2.0,5,0
Cryogonal,50,Crystallizing Pokémon,50,Freegeoフリージオ,1.1,148.0,80,105,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,1.0,6400,70,515,25,1.0,1.0,1000000,1.0,2.0,1.0,['Levitate'],,615,95,135,1.0,ice,,2.0,5,0
Shelmet,40,Snail Pokémon,85,Chobomakiチョボマキ,0.4,7.7,50,25,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3840,70,305,200,1.0,1.0,1000000,1.0,2.0,1.0,"['Hydration', 'Shell Armor', 'Overcoat']",50.0,616,40,65,2.0,bug,,0.5,5,0
Accelgor,70,Shell Out Pokémon,40,Agilderアギルダー,0.8,25.3,80,145,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3840,70,495,75,1.0,1.0,1000000,1.0,2.0,1.0,"['Hydration', 'Sticky Hold', 'Unburden']",50.0,617,100,60,2.0,bug,,0.5,5,0
Stunfisk,66,Trap Pokémon,84,Maggyoマッギョ,0.7,11.0,109,32,1.0,2.0,2.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,5120,70,471,75,1.0,1.0,1000000,1.0,1.0,0.0,"['Static', 'Limber', 'Sand Veil']",50.0,618,81,99,0.5,ground,electric,1.0,5,0
Mienfoo,85,Martial Arts Pokémon,50,Kojofuコジョフー,0.9,20.0,45,65,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.5,6400,70,350,180,0.5,1.0,1059860,2.0,1.0,1.0,"['Inner Focus', 'Regenerator', 'Reckless']",50.0,619,55,50,2.0,fighting,,1.0,5,0
Mienshao,125,Martial Arts Pokémon,60,Kojondoコジョンド,1.4,35.5,65,105,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.5,6400,70,510,45,0.5,1.0,1059860,2.0,1.0,1.0,"['Inner Focus', 'Regenerator', 'Reckless']",50.0,620,95,60,2.0,fighting,,1.0,5,0
Druddigon,120,Cave Pokémon,90,Crimganクリムガン,1.6,139.0,77,48,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,7680,70,485,45,1.0,2.0,1000000,2.0,0.5,0.5,"['Rough Skin', 'Sheer Force', 'Mold Breaker']",50.0,621,60,90,1.0,dragon,,1.0,5,0
Golett,74,Automaton Pokémon,50,Gobitゴビット,1.0,92.0,59,35,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,0.5,6400,70,303,190,2.0,1.0,1000000,1.0,1.0,0.0,"['Iron Fist', 'Klutz', 'No Guard']",,622,35,50,1.0,ground,ghost,0.0,5,0
Golurk,124,Automaton Pokémon,80,Goloogゴルーグ,2.8,330.0,89,55,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,0.5,6400,70,483,90,2.0,1.0,1000000,1.0,1.0,0.0,"['Iron Fist', 'Klutz', 'No Guard']",,623,55,80,1.0,ground,ghost,0.0,5,0
Pawniard,85,Sharp Blade Pokémon,70,Komatanaコマタナ,0.5,10.2,45,60,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,1.0,5120,35,340,120,0.5,0.5,1000000,1.0,2.0,1.0,"['Defiant', 'Inner Focus', 'Pressure']",50.0,624,40,40,0.5,dark,steel,4.0,5,0
Bisharp,125,Sword Blade Pokémon,100,Kirikizanキリキザン,1.6,70.0,65,70,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,1.0,5120,35,490,45,0.5,0.5,1000000,1.0,2.0,1.0,"['Defiant', 'Inner Focus', 'Pressure']",50.0,625,60,70,0.5,dark,steel,4.0,5,0
Bouffalant,110,Bash Buffalo Pokémon,95,Buffronバッフロン,1.6,94.6,95,55,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120,70,490,45,1.0,1.0,1000000,1.0,1.0,1.0,"['Reckless', 'Sap Sipper', 'Soundproof']",50.0,626,40,95,1.0,normal,,2.0,5,0
Rufflet,83,Eaglet Pokémon,50,Washibonワシボン,0.5,10.5,70,60,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,5120,70,350,190,1.0,1.0,1250000,1.0,1.0,2.0,"['Keen Eye', 'Sheer Force', 'Hustle']",100.0,627,37,50,1.0,normal,flying,1.0,5,0
Braviary,123,Valiant Pokémon,75,Warrgleウォーグル,1.5,41.0,100,80,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,5120,70,510,60,1.0,1.0,1250000,1.0,1.0,2.0,"['Keen Eye', 'Sheer Force', 'Defiant']",100.0,628,57,75,1.0,normal,flying,1.0,5,0
Vullaby,55,Diapered Pokémon,75,Valchaiバルチャイ,0.5,9.0,70,60,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,5120,35,370,190,0.5,1.0,1250000,2.0,1.0,2.0,"['Big Pecks', 'Overcoat', 'Weak Armor']",0.0,629,45,65,1.0,dark,flying,1.0,5,0
Mandibuzz,65,Bone Vulture Pokémon,105,Vulginaバルジーナ,1.2,39.5,110,80,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,5120,35,510,60,0.5,1.0,1250000,2.0,1.0,2.0,"['Big Pecks', 'Overcoat', 'Weak Armor']",0.0,630,55,95,1.0,dark,flying,1.0,5,0
Heatmor,97,Anteater Pokémon,66,Kuitaranクイタラン,1.4,58.0,85,65,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0.5,5120,70,484,90,1.0,1.0,1000000,0.5,0.5,1.0,"['Gluttony', 'Flash Fire', 'White Smoke']",50.0,631,105,66,1.0,fire,,1.0,5,0
Durant,109,Iron Ant Pokémon,112,Aiantアイアント,0.3,33.0,58,109,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.5,5120,70,484,90,1.0,0.5,1000000,0.5,4.0,1.0,"['Swarm', 'Hustle', 'Truant']",50.0,632,48,48,1.0,bug,steel,1.0,5,0
Deino,65,Irate Pokémon,50,Monozuモノズ,0.8,17.3,52,38,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,10240,35,300,45,0.5,2.0,1250000,4.0,0.5,0.5,['Hustle'],50.0,633,45,50,1.0,dark,dragon,2.0,5,0
Zweilous,85,Hostile Pokémon,70,Diheadジヘッド,1.4,50.0,72,58,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,10240,35,420,45,0.5,2.0,1250000,4.0,0.5,0.5,['Hustle'],50.0,634,65,70,1.0,dark,dragon,2.0,5,0
Hydreigon,105,Brutal Pokémon,90,Sazandoraサザンドラ,1.8,160.0,92,98,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,10240,35,600,45,0.5,2.0,1250000,4.0,0.5,0.5,['Levitate'],50.0,635,125,90,1.0,dark,dragon,2.0,5,0
Larvesta,85,Torch Pokémon,55,Merlarvaメラルバ,1.1,28.8,55,60,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0,0.5,10240,70,360,45,1.0,1.0,1250000,0.5,1.0,1.0,"['Flame Body', 'Swarm']",50.0,636,50,55,2.0,bug,fire,0.5,5,0
Volcarona,60,Sun Pokémon,65,Ulgamothウルガモス,1.6,46.0,85,100,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0,0.5,10240,70,550,15,1.0,1.0,1250000,0.5,1.0,1.0,"['Flame Body', 'Swarm']",50.0,637,135,105,2.0,bug,fire,0.5,5,0
Cobalion,90,Iron Will Pokémon,129,Cobalonコバルオン,2.1,250.0,91,108,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0,0.25,20480,35,580,3,0.5,0.5,1250000,1.0,2.0,1.0,['Justified'],,638,90,72,1.0,steel,fighting,2.0,5,1
Terrakion,129,Cavern Pokémon,90,Terrakionテラキオン,1.9,260.0,91,108,1.0,2.0,2.0,1.0,0.5,0.5,2.0,0.5,2.0,2.0,0.5,20480,35,580,3,0.5,1.0,1250000,2.0,0.5,1.0,['Justified'],,639,72,90,1.0,rock,fighting,2.0,5,1
Virizion,90,Grassland Pokémon,72,Virizionビリジオン,2.0,200.0,91,108,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,1.0,20480,35,580,3,0.5,1.0,1250000,2.0,2.0,0.5,['Justified'],,640,90,129,4.0,grass,fighting,1.0,5,1
Tornadus,100,Cyclone Pokémon,80,Tornelos (keshin Forme)トルネロス,1.5,63.0,79,121,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,30720,90,580,3,1.0,1.0,1250000,1.0,1.0,2.0,"['Prankster', 'Defiant', 'Regenerator']",100.0,641,110,90,1.0,flying,,0.5,5,1
Thundurus,105,Bolt Strike Pokémon,70,Voltolos (keshin Forme)ボルトロス,1.5,61.0,79,101,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,30720,90,580,3,1.0,1.0,1250000,1.0,1.0,1.0,"['Prankster', 'Defiant', 'Volt Absorb']",100.0,642,145,80,0.5,electric,flying,0.5,5,1
Reshiram,120,Vast White Pokémon,100,Reshiramレシラム,3.2,330.0,100,90,1.0,0.25,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,30720,0,680,3,1.0,2.0,1250000,1.0,0.25,0.5,['Turboblaze'],,643,150,120,1.0,dragon,fire,1.0,5,1
Zekrom,150,Deep Black Pokémon,120,Zekromゼクロム,2.9,345.0,100,90,1.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,30720,0,680,3,1.0,2.0,1250000,2.0,0.5,0.25,['Teravolt'],,644,120,100,0.5,dragon,electric,1.0,5,1
Landorus,145,Abundance Pokémon,90,Landlos (keshin Forme)ランドロス,1.5,68.0,89,91,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,30720,90,600,3,1.0,1.0,1250000,1.0,1.0,0.0,"['Sand Force', 'Sheer Force', 'Intimidate']",100.0,645,105,80,1.0,ground,flying,0.5,5,1
Kyurem,120,Boundary Pokémon,90,Kyuremキュレム,3.0,325.0,125,95,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,30720,0,700,3,1.0,2.0,1250000,2.0,1.0,0.5,"['Pressure', 'Teravolt', 'Turboblaze']",,646,170,100,1.0,dragon,ice,2.0,5,1
Keldeo,72,Colt Pokémon,90,Keldeo (itsumo No Sugata)ケルディオ,1.4,48.5,91,108,1.0,2.0,1.0,0.5,1.0,1.0,2.0,0.5,0.5,0.5,0.5,20480,35,580,3,0.5,1.0,1250000,2.0,0.5,2.0,['Justified'],,647,129,90,2.0,water,fighting,1.0,5,1
Meloetta,128,Melody Pokémon,90,Meloetta (step Forme)メロエッタ,0.6,6.5,100,128,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,30720,100,600,3,2.0,1.0,1250000,1.0,1.0,1.0,['Serene Grace'],,648,77,77,1.0,normal,psychic,1.0,5,1
Genesect,120,Paleozoic Pokémon,95,Genesectゲノセクト,1.5,82.5,71,99,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.5,30720,0,600,3,1.0,0.5,1250000,0.5,4.0,1.0,['Download'],,649,120,95,1.0,bug,steel,1.0,5,1
Chespin,61,Spiky Nut Pokémon,65,Harimaronハリマロン,0.4,9.0,56,38,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,5120,70,313,45,1.0,1.0,1059860,1.0,2.0,0.5,"['Overgrow', 'Bulletproof']",88.1,650,48,45,2.0,grass,,1.0,6,0
Quilladin,78,Spiny Armor Pokémon,95,Hariborgハリボーグ,0.7,29.0,61,57,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,5120,70,405,45,1.0,1.0,1059860,1.0,2.0,0.5,"['Overgrow', 'Bulletproof']",88.1,651,56,58,2.0,grass,,1.0,6,0
Chesnaught,107,Spiny Armor Pokémon,122,Brigarronブリガロン,1.6,90.0,88,64,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,1.0,5120,70,530,45,0.5,1.0,1059860,2.0,2.0,0.5,"['Overgrow', 'Bulletproof']",88.1,652,74,75,4.0,grass,fighting,1.0,6,0
Fennekin,45,Fox Pokémon,40,Fokkoフォッコ,0.4,9.4,40,60,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0.5,5120,70,307,45,1.0,1.0,1059860,0.5,0.5,1.0,"['Blaze', 'Magician']",88.1,653,62,60,1.0,fire,,1.0,6,0
Braixen,59,Fox Pokémon,58,Tairenarテールナー,1.0,14.5,59,73,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0.5,5120,70,409,45,1.0,1.0,1059860,0.5,0.5,1.0,"['Blaze', 'Magician']",88.1,654,90,70,1.0,fire,,1.0,6,0
Delphox,69,Fox Pokémon,72,Mahoxyマフォクシー,1.5,39.0,75,104,2.0,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,2.0,1.0,5120,70,534,45,2.0,1.0,1059860,0.5,0.5,1.0,"['Blaze', 'Magician']",88.1,655,114,100,1.0,fire,psychic,0.5,6,0
Froakie,56,Bubble Frog Pokémon,40,Keromatsuケロマツ,0.3,7.0,41,71,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,5120,70,314,45,1.0,1.0,1059860,1.0,0.5,2.0,"['Torrent', 'Protean']",88.1,656,62,44,1.0,water,,1.0,6,0
Frogadier,63,Bubble Frog Pokémon,52,Gekogashiraゲコガシラ,0.6,10.9,54,97,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,5120,70,405,45,1.0,1.0,1059860,1.0,0.5,2.0,"['Torrent', 'Protean']",88.1,657,83,56,1.0,water,,1.0,6,0
Greninja,145,Ninja Pokémon,67,Gekkougaゲッコウガ,1.5,40.0,72,132,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,2.0,5120,70,640,45,0.5,1.0,1059860,2.0,0.5,2.0,"['Torrent', 'Protean', 'Battle Bond']",88.1,658,153,71,1.0,water,dark,2.0,6,0
Bunnelby,36,Digging Pokémon,38,Horubeeホルビー,0.4,5.0,38,57,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3840,70,237,255,1.0,1.0,1000000,1.0,1.0,1.0,"['Pickup', 'Cheek Pouch', 'Huge Power']",50.0,659,32,36,1.0,normal,,2.0,6,0
Diggersby,56,Digging Pokémon,77,Horudoホルード,1.0,42.4,85,78,0.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,1.0,3840,70,423,127,1.0,1.0,1000000,1.0,1.0,0.0,"['Pickup', 'Cheek Pouch', 'Huge Power']",50.0,660,50,77,1.0,normal,ground,2.0,6,0
Fletchling,50,Tiny Robin Pokémon,43,Yayakomaヤヤコマ,0.3,1.7,45,62,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,3840,70,278,255,1.0,1.0,1059860,1.0,1.0,2.0,"['Big Pecks', 'Gale Wings']",50.0,661,40,38,1.0,normal,flying,1.0,6,0
Fletchinder,73,Ember Pokémon,55,Hinoyakomaヒノヤコマ,0.7,16.0,62,84,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,0.25,3840,70,382,120,1.0,1.0,1059860,0.5,0.5,2.0,"['Flame Body', 'Gale Wings']",50.0,662,56,52,1.0,fire,flying,0.5,6,0
Talonflame,81,Scorching Pokémon,71,Fiarrowファイアロー,1.2,24.5,78,126,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,0.25,3840,70,499,45,1.0,1.0,1059860,0.5,0.5,2.0,"['Flame Body', 'Gale Wings']",50.0,663,74,69,1.0,fire,flying,0.5,6,0
Scatterbug,35,Scatterdust Pokémon,40,Kofukimushiコフキムシ,0.3,2.5,38,35,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3840,70,200,255,1.0,1.0,1000000,1.0,2.0,1.0,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",50.0,664,27,25,2.0,bug,,0.5,6,0
Spewpa,22,Scatterdust Pokémon,60,Kofuuraiコフーライ,0.3,8.4,45,29,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3840,70,213,120,1.0,1.0,1000000,1.0,2.0,1.0,"['Shed Skin', 'Friend Guard']",50.0,665,27,30,2.0,bug,,0.5,6,0
Vivillon,52,Scale Pokémon,50,Viviyonビビヨン,1.2,17.0,80,89,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,0.5,3840,70,411,45,1.0,1.0,1000000,1.0,2.0,2.0,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",50.0,666,90,50,2.0,bug,flying,0.25,6,0
Litleo,50,Lion Cub Pokémon,58,Shishikoシシコ,0.6,13.5,62,72,0.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0.5,5120,70,369,220,1.0,1.0,1059860,0.5,0.5,1.0,"['Rivalry', 'Unnerve', 'Moxie']",11.2,667,73,54,1.0,fire,normal,2.0,6,0
Pyroar,68,Royal Pokémon,72,Kaenjishiカエンジシ,1.5,81.5,86,106,0.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0.5,5120,70,507,65,1.0,1.0,1059860,0.5,0.5,1.0,"['Rivalry', 'Unnerve', 'Moxie']",11.2,668,109,66,1.0,fire,normal,2.0,6,0
Flabébé,38,Single Bloom Pokémon,39,Flabebeフラベベ,0.1,0.1,44,42,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,5120,70,303,225,0.5,0.0,1000000,1.0,1.0,1.0,"['Flower Veil', 'Symbiosis']",0.0,669,61,79,1.0,fairy,,0.5,6,0
Floette,65,Fairy Pokémon,67,Floetteフラエッテ,0.2,0.9,74,92,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,5120,70,551,120,0.5,0.0,1000000,1.0,1.0,1.0,"['Flower Veil', 'Symbiosis']",0.0,670,125,128,1.0,fairy,,0.5,6,0
Florges,65,Garden Pokémon,68,Florgesフラージェス,1.1,10.0,78,75,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,5120,70,552,45,0.5,0.0,1000000,1.0,1.0,1.0,"['Flower Veil', 'Symbiosis']",0.0,671,112,154,1.0,fairy,,0.5,6,0
Skiddo,65,Mount Pokémon,48,Meecleメェークル,0.9,31.0,66,52,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,5120,70,350,200,1.0,1.0,1000000,1.0,2.0,0.5,"['Sap Sipper', 'Grass Pelt']",50.0,672,62,57,2.0,grass,,1.0,6,0
Gogoat,100,Mount Pokémon,62,Gogoatゴーゴート,1.7,91.0,123,68,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,5120,70,531,45,1.0,1.0,1000000,1.0,2.0,0.5,"['Sap Sipper', 'Grass Pelt']",50.0,673,97,81,2.0,grass,,1.0,6,0
Pancham,82,Playful Pokémon,62,Yanchamヤンチャム,0.6,8.0,67,43,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.5,6400,70,348,220,0.5,1.0,1000000,2.0,1.0,1.0,"['Iron Fist', 'Mold Breaker', 'Scrappy']",50.0,674,46,48,2.0,fighting,,1.0,6,0
Pangoro,124,Daunting Pokémon,78,Gorondaゴロンダ,2.1,136.0,95,58,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,6400,70,495,65,0.25,1.0,1000000,4.0,1.0,1.0,"['Iron Fist', 'Mold Breaker', 'Scrappy']",50.0,675,69,71,2.0,fighting,dark,2.0,6,0
Furfrou,80,Poodle Pokémon,60,Trimmienトリミアン,1.2,28.0,75,102,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120,70,472,160,1.0,1.0,1000000,1.0,1.0,1.0,['Fur Coat'],50.0,676,65,90,1.0,normal,,2.0,6,0
Espurr,48,Restraint Pokémon,54,Nyasperニャスパー,0.3,3.5,62,68,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,5120,70,355,190,2.0,1.0,1000000,1.0,1.0,1.0,"['Keen Eye', 'Infiltrator', 'Own Tempo']",50.0,677,63,60,1.0,psychic,,0.5,6,0
Meowstic,48,Constraint Pokémon,76,Nyaonixニャオニクス,0.6,8.5,74,104,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,5120,70,466,75,2.0,1.0,1000000,1.0,1.0,1.0,"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']",50.0,678,83,81,1.0,psychic,,0.5,6,0
Honedge,80,Sword Pokémon,100,Hitotsukiヒトツキ,0.8,2.0,45,28,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,0.25,5120,70,325,180,2.0,0.5,1000000,0.5,2.0,1.0,['No Guard'],50.0,679,35,37,0.5,steel,ghost,0.0,6,0
Doublade,110,Sword Pokémon,150,Nidangillニダンギル,0.8,4.5,59,35,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,0.25,5120,70,448,90,2.0,0.5,1000000,0.5,2.0,1.0,['No Guard'],50.0,680,45,49,0.5,steel,ghost,0.0,6,0
Aegislash,150,Royal Sword Pokémon,50,Gillgardギルガルド,1.7,53.0,60,60,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,0.25,5120,70,520,45,2.0,0.5,1000000,0.5,2.0,1.0,['Stance Change'],50.0,681,150,50,0.5,steel,ghost,0.0,6,0
Spritzee,52,Perfume Pokémon,60,Shushupuシュシュプ,0.2,0.5,78,23,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,5120,70,341,200,0.5,0.0,1000000,1.0,1.0,1.0,"['Healer', 'Aroma Veil']",50.0,682,63,65,1.0,fairy,,0.5,6,0
